Method,Bay,Buoy #,Day #,Replicate #,Sample Hour,Sample Period,Copper (µg/L),Date,Time
ICP,SAB,B3,D9,1,H2,Exposure,67.57325893,7/30/2019,7:34
ICP,SAB,B4,D9,1,H2,Exposure,61.3981232,7/30/2019,7:38
ICP,SAB,B5,D9,1,H2,Exposure,75.52533467,7/30/2019,7:41
ICP,SAB,B1,D9,1,H3,Exposure,88.72638347,7/30/2019,8:25
ICP,SAB,B2,D9,1,H3,Exposure,111.8793732,7/30/2019,8:29
ICP,SAB,B3,D9,1,H3,Exposure,111.4561384,7/30/2019,8:34
ICP,SAB,B4,D9,1,H3,Exposure,85.8358944,7/30/2019,8:37
ICP,SAB,B5,D9,1,H3,Exposure,83.4580256,7/30/2019,8:40
ICP,SAB,B1,D9,1,H4,Exposure,82.85171213,7/30/2019,9:30
ICP,SAB,B2,D9,1,H4,Exposure,97.32785,7/30/2019,9:35
ICP,SAB,B3,D9,1,H4,Exposure,95.80183547,7/30/2019,9:39
ICP,SAB,B4,D9,1,H4,Exposure,124.5074935,7/30/2019,9:42
ICP,SAB,B5,D9,1,H4,Exposure,90.39024547,7/30/2019,9:45
ICP,SAB,B1,D9,1,H5,Exposure,84.23880227,7/30/2019,10:22
ICP,SAB,B2,D9,1,H5,Exposure,93.37550467,7/30/2019,10:27
ICP,SAB,B3,D9,1,H5,Exposure,90.4914772,7/30/2019,10:31
ICP,SAB,B4,D9,1,H5,Exposure,80.03445453,7/30/2019,10:35
ICP,SAB,B5,D9,1,H5,Exposure,92.4945732,7/30/2019,10:39
ICP,SAB,B1,D9,1,H6,Exposure,122.6174755,7/30/2019,11:22
ICP,SAB,B2,D9,1,H6,Exposure,105.7268531,7/30/2019,11:26
ICP,SAB,B3,D9,1,H6,Exposure,93.67273827,7/30/2019,11:32
ICP,SAB,B4,D9,1,H6,Exposure,75.77626013,7/30/2019,11:35
ICP,SAB,B5,D9,1,H6,Exposure,88.4011496,7/30/2019,11:38
ICP,SAB,B1,D9,1,H7,Exposure,97.6315452,7/30/2019,12:24
ICP,SAB,B2,D9,1,H7,Exposure,90.52809293,7/30/2019,12:27
ICP,SAB,B3,D9,1,H7,Exposure,93.42073587,7/30/2019,12:31
ICP,SAB,B4,D9,1,H7,Exposure,81.19108093,7/30/2019,12:35
ICP,SAB,B5,D9,1,H7,Exposure,89.0376172,7/30/2019,12:38
ICP,SAB,B1,D9,1,H8,Exposure,93.31088867,7/30/2019,13:23
ICP,SAB,B2,D9,1,H8,Exposure,124.3825692,7/30/2019,13:27
ICP,SAB,B3,D9,1,H8,Exposure,110.3113583,7/30/2019,13:30
ICP,SAB,B4,D9,1,H8,Exposure,107.9377972,7/30/2019,13:34
ICP,SAB,B5,D9,1,H8,Exposure,90.59701667,7/30/2019,13:37
ICP,SAB,B1,D9,1,H9,Exposure,90.6594788,7/30/2019,14:22
ICP,SAB,B2,D9,1,H9,Exposure,99.56894827,7/30/2019,14:26
ICP,SAB,B3,D9,1,H9,Exposure,124.8025732,7/30/2019,14:30
ICP,SAB,B4,D9,1,H9,Exposure,91.91410613,7/30/2019,14:34
ICP,SAB,B5,D9,1,H9,Exposure,115.6066395,7/30/2019,14:37
ICP,SAB,B1,D9,1,H10,Exposure,91.07732893,7/30/2019,15:21
ICP,SAB,B2,D9,1,H10,Exposure,118.9139017,7/30/2019,15:27
ICP,SAB,B3,D9,1,H10,Exposure,94.38566813,7/30/2019,15:31
ICP,SAB,B4,D9,1,H10,Exposure,97.73062307,7/30/2019,15:35
ICP,SAB,B5,D9,1,H10,Exposure,93.71473867,7/30/2019,15:39
ICP,SAB,B1,D9,1,H11,Exposure,117.0809612,7/30/2019,16:27
ICP,SAB,B2,D9,1,H11,Exposure,127.5756765,7/30/2019,16:31
ICP,SAB,B3,D9,1,H11,Exposure,94.14443507,7/30/2019,16:35
ICP,SAB,B4,D9,1,H11,Exposure,88.38284173,7/30/2019,16:38
ICP,SAB,B5,D9,1,H11,Exposure,103.6419101,7/30/2019,16:41
ICP,SAB,B1,D9,1,H12,Exposure,94.39859133,7/30/2019,17:25
ICP,SAB,B2,D9,1,H12,Exposure,98.76447907,7/30/2019,17:29
ICP,SAB,B3,D9,1,H12,Exposure,94.4588996,7/30/2019,17:33
ICP,SAB,B4,D9,1,H12,Exposure,95.19336813,7/30/2019,17:37
ICP,SAB,B5,D9,1,H12,Exposure,100.9646539,7/30/2019,17:40
ICP,ROB,B1,D10,1,.,Exposure,5.257588533,7/31/2019,7:57
ICP,ROB,B2,D10,1,.,Exposure,3.35,7/31/2019,8:00
ICP,ROB,B3,D10,1,.,Exposure,7.2014532,7/31/2019,8:03
ICP,ROB,B4,D10,1,.,Exposure,1,7/31/2019,8:05
ICP,ROB,B5,D10,1,.,Exposure,1,7/31/2019,8:08
ICP,SAB,B1,D10,1,.,Exposure,78.05074333,7/31/2019,8:28
ICP,SAB,B2,D10,1,.,Exposure,88.5949976,7/31/2019,8:32
ICP,SAB,B3,D10,1,.,Exposure,91.19148387,7/31/2019,8:36
ICP,SAB,B4,D10,1,.,Exposure,82.48340093,7/31/2019,8:39
ICP,SAB,B5,D10,1,.,Exposure,75.48871893,7/31/2019,8:43
ICP,SAB,B1,D11,1,.,Post-exposure,73.88947293,8/1/2019,7:55
ICP,SAB,B2,D11,1,.,Post-exposure,73.90347307,8/1/2019,8:22
ICP,SAB,B3,D11,1,.,Post-exposure,119.4189835,8/1/2019,8:43
ICP,SAB,B4,D11,1,.,Post-exposure,78.3372076,8/1/2019,9:13
ICP,SAB,B5,D11,1,.,Post-exposure,67.96849347,8/1/2019,9:27
ICP,ROB,B1,D11,1,.,Post-exposure,26.14471053,8/1/2019,11:17
ICP,ROB,B2,D11,1,.,Post-exposure,14.45783,8/1/2019,11:31
ICP,ROB,B3,D11,1,.,Post-exposure,15.21168333,8/1/2019,11:44
ICP,ROB,B4,D11,1,.,Post-exposure,46.06366947,8/1/2019,12:07
ICP,ROB,B5,D11,1,.,Post-exposure,3.35,8/1/2019,12:26
ICP,ROB,B4,D12,1,.,Post-exposure,5.362051067,8/2/2019,9:41
ICP,ROB,B5,D12,1,.,Post-exposure,9.272396,8/2/2019,9:47
ICP,ROB,B1,D12,1,.,Post-exposure,34.60294493,8/2/2019,9:55
ICP,ROB,B2,D12,1,.,Post-exposure,3.35,8/2/2019,10:05
ICP,ROB,B3,D12,1,.,Post-exposure,1,8/2/2019,10:32
ICP,SAB,B5,D12,1,.,Post-exposure,70.24297667,8/2/2019,12:35
ICP,SAB,B4,D12,1,.,Post-exposure,70.65221133,8/2/2019,12:39
ICP,SAB,B3,D12,1,.,Post-exposure,74.05208987,8/2/2019,12:47
ICP,SAB,B2,D12,1,.,Post-exposure,80.09907053,8/2/2019,12:52
ICP,SAB,B1,D12,1,.,Post-exposure,61.09550493,8/2/2019,12:54
ICP,SAB,B1,D23,1,.,Post-exposure,31.7135328,8/13/2019,11:44
ICP,SAB,B2,D23,1,.,Post-exposure,53.07989013,8/13/2019,11:48
ICP,SAB,B3,D23,1,.,Post-exposure,30.10351747,8/13/2019,11:52
ICP,SAB,B4,D23,1,.,Post-exposure,27.17318187,8/13/2019,11:56
ICP,SAB,B5,D23,1,.,Post-exposure,26.6444076,8/13/2019,12:00
ICP,ROB,B1,D23,1,.,Post-exposure,3.35,8/13/2019,12:31
ICP,ROB,B2,D23,1,.,Post-exposure,1,8/13/2019,12:35
ICP,ROB,B3,D23,1,.,Post-exposure,3.35,8/13/2019,12:38
ICP,ROB,B4,D23,1,.,Post-exposure,1,8/13/2019,12:41
ICP,ROB,B5,D23,1,.,Post-exposure,3.35,8/13/2019,12:45
ICP,ROB,B1,D45,1,.,Post-exposure,12.3351944,9/4/2019,14:10
ICP,ROB,B2,D45,1,.,Post-exposure,1,9/4/2019,14:07
ICP,ROB,B3,D45,1,.,Post-exposure,1,9/4/2019,14:01
ICP,ROB,B4,D45,1,.,Post-exposure,1,9/4/2019,13:56
ICP,ROB,B5,D45,1,.,Post-exposure,6.870834667,9/4/2019,13:56
ICP,SAB,B1,D45,1,.,Post-exposure,10.1027116,9/4/2019,11:49
ICP,SAB,B2,D45,1,..,Post-exposure,8.601466533,9/4/2019,11:45
ICP,SAB,B3,D45,1,.,Post-exposure,14.07874947,9/4/2019,11:41
ICP,SAB,B4,D45,1,.,Post-exposure,58.18778493,9/4/2019,11:37
ICP,SAB,B5,D45,1,.,Post-exposure,8.7942376,9/4/2019,11:33
ICP,ROB,B1,D100,1,.,Post-exposure,1,10/29/2019,16:06
ICP,ROB,B2,D100,1,.,Post-exposure,1,10/29/2019,16:02
ICP,ROB,B3,D100,1,.,Post-exposure,1,10/29/2019,15:58
ICP,ROB,B4,D100,1,.,Post-exposure,1,10/29/2019,15:56
ICP,ROB,B5,D100,1,.,Post-exposure,1,10/29/2019,15:49
ICP,SAB,B1,D100,1,.,Post-exposure,1,10/29/2019,13:42
ICP,SAB,B2,D100,1,.,Post-exposure,1,10/29/2019,13:37
ICP,SAB,B3,D100,1,.,Post-exposure,1,10/29/2019,13:32
ICP,SAB,B4,D100,1,.,Post-exposure,8.256847867,10/29/2019,13:28
ICP,SAB,B5,D100,1,.,Post-exposure,3.35,10/29/2019,13:23
Hach,ROB,B1,D0,1,.,Pre-exposure,10,#VALUE!,#VALUE!
Hach,ROB,B2,D0,1,.,Pre-exposure,13,#VALUE!,#VALUE!
Hach,ROB,B3,D0,1,.,Pre-exposure,13,#VALUE!,#VALUE!
Hach,ROB,B4,D0,1,.,Pre-exposure,14,#VALUE!,#VALUE!
Hach,ROB,B5,D0,1,.,Pre-exposure,7,#VALUE!,#VALUE!
Hach,SAB,B1,D0,1,.,Pre-exposure,10,7/21/2019,12:16
Hach,SAB,B2,D0,1,.,Pre-exposure,11,7/21/2019,12:35
Hach,SAB,B3,D0,1,.,Pre-exposure,8,7/21/2019,12:46
Hach,SAB,B4,D0,1,.,Pre-exposure,9,7/21/2019,12:54
Hach,SAB,B5,D0,1,.,Pre-exposure,11,#VALUE!,#VALUE!
Hach,SAB,B1,D1,1,H6,Exposure,75,7/22/2019,12:02
Hach,SAB,B2,D1,1,H6,Exposure,36,7/22/2019,12:06
Hach,SAB,B3,D1,1,H6,Exposure,88,7/22/2019,12:11
Hach,SAB,B4,D1,1,H6,Exposure,76,7/22/2019,12:14
Hach,SAB,B5,D1,1,H6,Exposure,165,7/22/2019,12:18
Hach,SAB,B1,D1,1,H9,Exposure,137,#VALUE!,#VALUE!
Hach,SAB,B2,D1,1,H9,Exposure,58,#VALUE!,#VALUE!
Hach,SAB,B3,D1,1,H9,Exposure,57,#VALUE!,#VALUE!
Hach,SAB,B5,D1,1,H9,Exposure,95,#VALUE!,#VALUE!
Hach,SAB,B1,D2,1,.,Exposure,45,7/23/2019,11:30
Hach,SAB,B2,D2,1,.,Exposure,32,7/23/2019,11:30
Hach,SAB,B3,D2,1,.,Exposure,29,7/23/2019,11:30
Hach,SAB,B4,D2,1,.,Exposure,76,7/23/2019,11:30
Hach,SAB,B5,D2,1,.,Exposure,67,7/23/2019,11:54
Hach,SAB,B1,D2,1,.,Exposure,64,7/23/2019,8:21
Hach,SAB,B2,D2,1,.,Exposure,52,7/23/2019,8:24
Hach,SAB,B3,D2,1,.,Exposure,61,7/23/2019,8:29
Hach,SAB,B4,D2,1,.,Exposure,77,7/23/2019,8:31
Hach,SAB,B5,D2,1,.,Exposure,77,7/23/2019,8:35
Hach,SAB,B1,D3,1,H6,Exposure,73,7/24/2019,12:21
Hach,SAB,B2,D3,1,H6,Exposure,82,7/24/2019,12:27
Hach,SAB,B3,D3,1,H6,Exposure,78,7/24/2019,12:30
Hach,SAB,B4,D3,1,H6,Exposure,129,7/24/2019,12:34
Hach,SAB,B5,D3,1,H6,Exposure,166,7/24/2019,12:38
Hach,SAB,B1,D3,1,H12,Exposure,77,#VALUE!,#VALUE!
Hach,SAB,B2,D3,1,H12,Exposure,89,#VALUE!,#VALUE!
Hach,SAB,B3,D3,1,H12,Exposure,83,#VALUE!,#VALUE!
Hach,SAB,B4,D3,1,H12,Exposure,121,#VALUE!,#VALUE!
Hach,SAB,B5,D3,1,H12,Exposure,126,#VALUE!,#VALUE!
Hach,SAB,B1,D4,1,.,Exposure,44,7/25/2019,9:03
Hach,SAB,B2,D4,1,.,Exposure,58,7/25/2019,9:08
Hach,SAB,B3,D4,1,.,Exposure,73,7/25/2019,9:13
Hach,SAB,B4,D4,1,.,Exposure,77,7/25/2019,9:18
Hach,SAB,B5,D4,1,.,Exposure,64,7/25/2019,9:23
Hach,SAB,B1,D5,1,H12,Exposure,65,7/26/2019,8:26
Hach,SAB,B2,D5,1,H12,Exposure,77,7/26/2019,8:31
Hach,SAB,B3,D5,1,H12,Exposure,94,7/26/2019,8:36
Hach,SAB,B4,D5,1,H12,Exposure,90,7/26/2019,8:41
Hach,SAB,B5,D5,1,H12,Exposure,86,7/26/2019,8:45
Hach,SAB,B1,D6,1,.,Exposure,64,#VALUE!,#VALUE!
Hach,SAB,B2,D6,1,.,Exposure,61,#VALUE!,#VALUE!
Hach,SAB,B3,D6,1,.,Exposure,81,#VALUE!,#VALUE!
Hach,SAB,B4,D6,1,.,Exposure,70,#VALUE!,#VALUE!
Hach,SAB,B5,D6,1,.,Exposure,70,#VALUE!,#VALUE!
Hach,SAB,B1,D7,1,H12,Exposure,44,#VALUE!,#VALUE!
Hach,SAB,B2,D7,1,H12,Exposure,68,#VALUE!,#VALUE!
Hach,SAB,B3,D7,1,H12,Exposure,59,#VALUE!,#VALUE!
Hach,SAB,B4,D7,1,H12,Exposure,63,#VALUE!,#VALUE!
Hach,SAB,B5,D7,1,H12,Exposure,49,#VALUE!,#VALUE!
Hach,SAB,B1,D8,1,.,Exposure,49,7/29/2019,7:49
Hach,SAB,B2,D8,1,.,Exposure,59,7/29/2019,7:52
Hach,SAB,B3,D8,1,.,Exposure,52,7/29/2019,7:55
Hach,SAB,B4,D8,1,.,Exposure,62,7/29/2019,7:59
Hach,SAB,B5,D8,1,.,Exposure,47,7/29/2019,8:02
Hach,SAB,B1,D9,1,H12,Exposure,73,#VALUE!,#VALUE!
Hach,SAB,B2,D9,1,H12,Exposure,86,#VALUE!,#VALUE!
Hach,SAB,B3,D9,1,H12,Exposure,87,#VALUE!,#VALUE!
Hach,SAB,B4,D9,1,H12,Exposure,76,#VALUE!,#VALUE!
Hach,SAB,B5,D9,1,H12,Exposure,80,#VALUE!,#VALUE!
Hach,SAB,B1,D10,1,.,Exposure,61,7/31/2019,8:28
Hach,SAB,B2,D10,1,.,Exposure,76,7/31/2019,8:31
Hach,SAB,B3,D10,1,.,Exposure,76,7/31/2019,8:36
Hach,SAB,B4,D10,1,.,Exposure,68,7/31/2019,8:39
Hach,SAB,B5,D10,1,.,Exposure,52,7/31/2019,8:43
Hach,SAB,Composite,D3,1,H0,Exposure,41,7/24/2019,4:52
Hach,SAB,Composite,D3,2,H0,Exposure,49,7/24/2019,4:52
Hach,SAB,Composite,D3,3,H0,Exposure,56,7/24/2019,4:52
Hach,SAB,Composite,D5,1,H0,Exposure,51,7/26/2019,3:46
Hach,SAB,Composite,D5,2,H0,Exposure,56,7/26/2019,3:46
Hach,SAB,Composite,D5,3,H0,Exposure,50,7/26/2019,3:46
Hach,SAB,Composite,D7,1,H0,Exposure,62,7/28/2019,5:20
Hach,SAB,Composite,D7,2,H0,Exposure,65,7/28/2019,5:20
Hach,SAB,Composite,D7,3,H0,Exposure,65,7/28/2019,5:20
Hach,SAB,Composite,D9,1,H0,Exposure,48,7/30/2019,4:28
Hach,SAB,Composite,D9,2,H0,Exposure,39,7/30/2019,4:28
Hach,SAB,Composite,D9,3,H0,Exposure,42,7/30/2019,4:28
